RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Y0,Y1,Z_cat,Z,D,D_cat
1342,15609824,Fedorov,794,France,Female,41,7,176845.41,3,1,0,166526.26,1,4516.716568573807,4619.294751197331,1,0,0,1
1343,15640268,Avdeeva,652,Spain,Male,71,4,0.0,1,1,1,120107.1,0,2136.6354753590076,2238.7063379495225,0,0,0,0
1344,15645778,Reid,670,Spain,Male,42,3,81589.04,1,1,0,188227.8,0,2997.431432625587,3096.2746243655943,1,0,0,0
1345,15691104,Kennedy,460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1,2724.4473130988436,2837.7909768058585,0,0,0,0
1346,15714567,Chan,568,Spain,Female,26,6,0.0,2,0,0,166495.2,0,3999.395232456459,4113.509131962761,0,0,0,0
1347,15777826,Wofford,643,France,Male,30,5,94443.77,1,1,1,165614.4,0,4097.433897185714,4195.037220687045,1,1,1,0
1348,15668445,Mai,521,France,Male,37,2,0.0,2,1,1,86372.24,0,2464.930399424673,2588.39384133656,0,0,0,0
1349,15576162,King,615,France,Male,32,7,92199.84,1,1,1,2755.53,0,1120.0199167201301,1220.1043135332136,0,0,0,0
1350,15778135,T'ao,575,Spain,Male,43,3,0.0,1,1,0,83594.51,0,2081.7627615715346,2179.615819944978,0,0,0,0
1351,15613141,Hsu,717,France,Female,41,3,135756.96,1,1,1,103706.41,0,3129.210155728653,3209.576604206816,0,0,0,0
1352,15635435,White,648,France,Female,54,9,120633.42,1,0,0,5924.38,1,978.7665422094565,1076.9560657731213,1,0,0,1
1353,15596552,Stephens,535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1,2185.9198256285454,2289.566662018503,1,1,0,1
1354,15623644,Frolov,626,Spain,Male,29,7,0.0,2,1,0,49361.84,0,1374.6592808180242,1464.0470882718764,0,0,0,0
1355,15683403,Lombardi,611,Spain,Male,52,7,0.0,1,0,1,73585.18,1,2357.97434514987,2455.7257708317197,1,0,0,1
1356,15615029,Munro,734,Spain,Male,39,6,0.0,1,1,1,95135.27,0,2501.5013721965897,2606.7412373974425,0,0,0,0
1357,15769005,Hayward,709,France,Male,49,4,154344.49,2,1,1,38794.57,0,1550.5375758935384,1648.2840665819565,0,0,0,1
1358,15746326,Fields,591,France,Male,43,3,0.0,2,0,1,198926.36,0,4556.5234232167295,4653.886184324377,0,0,0,0
1359,15722364,Onwumelu,664,France,Male,43,9,189026.53,2,1,1,56099.86,0,1495.1857561874174,1585.333809630944,0,0,0,0
1360,15704954,Suffolk,431,France,Male,37,0,120764.08,1,1,1,117023.08,0,2169.362371460958,2235.822674329239,0,0,0,0
1361,15694409,Tsao,647,Germany,Female,22,3,97975.82,2,0,1,62083.0,0,2270.615904710055,2372.1109366701817,1,1,1,1
1362,15754068,Judd,578,France,Male,32,4,0.0,2,1,1,141822.8,0,3277.596651250461,3375.2684333399807,0,0,0,0
1363,15683841,Hamilton,555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0,5668.689009429051,5751.19483895599,0,0,0,0
1364,15789095,T'ang,775,Spain,Male,30,4,0.0,2,0,1,57461.13,0,1932.4452110597686,2018.0092476395444,0,0,0,0
1365,15719958,Degtyarev,850,Germany,Male,39,3,124548.99,2,1,1,120380.12,0,2347.0575782902097,2444.8241982176187,0,1,0,1
1366,15689514,Kang,625,France,Male,43,8,201696.07,1,1,0,133020.9,1,3186.810297510096,3272.2777905588537,0,1,1,1
1367,15621353,Hudson,645,Spain,Female,37,7,0.0,2,1,0,13589.93,0,332.17583697960725,423.78089993459156,1,0,0,1
1368,15627232,Jibunoh,608,Germany,Male,44,7,114203.47,1,1,1,77830.36,1,2087.90629930148,2165.8804017768216,1,0,0,1
1369,15745843,Kinlaw,689,Spain,Female,31,4,0.0,2,1,1,136610.02,0,2626.048727671188,2722.2908669521316,0,0,0,0
1370,15722902,Chizuoke,652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1,1339.0477545601393,1430.4677150806524,0,0,0,0
1371,15791767,Lucciano,769,France,Female,26,7,0.0,2,1,0,176843.53,0,4227.499914175052,4333.243209886313,0,0,0,0
1372,15792722,Omeokachie,611,France,Female,43,8,64897.75,1,1,0,114996.33,0,2798.4974081450537,2927.0018008926,1,0,0,1
1373,15723006,Gorbunova,489,France,Male,38,8,0.0,2,0,1,196990.79,0,4697.841762959022,4792.244788289005,0,1,1,0
1374,15771942,Tikhonov,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1,4198.556029329252,4285.586758856166,1,0,0,1
1375,15774738,Campa,632,France,Male,44,3,107764.75,1,1,0,185667.72,0,3473.901362840497,3577.1822537902813,1,0,0,1
1376,15574004,Mancini,429,France,Female,27,6,117307.44,2,1,1,24020.49,0,1548.2774401871166,1641.895399247518,0,1,1,0
1377,15587233,Donoghue,457,France,Male,41,8,73700.12,3,1,1,185750.02,1,4457.157838362796,4545.819412673472,1,0,0,1
1378,15808228,Tuan,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0,4695.483688474631,4803.08353684756,0,0,0,1
1379,15682834,Johnstone,715,Spain,Female,35,4,40169.88,2,1,1,199857.47,0,5342.1128361011515,5434.5686687924335,0,0,0,0
1380,15571752,Romani,668,Germany,Female,32,10,92041.87,1,1,1,43595.9,0,-543.0357150360061,-458.94930041444877,0,1,1,0
1381,15743067,Fuller,625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0,2954.00291949597,3066.615742533714,0,0,0,1
1382,15714466,Baxter,846,France,Female,41,5,0.0,3,1,0,3440.47,1,90.50389629401849,189.2179814490118,1,0,0,1
1383,15617982,Pirozzi,661,Spain,Female,42,3,0.0,2,1,0,35989.41,0,1054.907358457787,1155.444540105188,0,1,1,0
1384,15696637,Sung,571,France,Female,23,10,151097.28,1,0,1,17163.75,0,81.3939134665029,172.21900071789204,0,0,0,0
1385,15690647,Rogers,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1,1772.4133873439048,1880.3655188086268,0,0,0,1
1386,15672756,Mills,716,France,Female,35,8,112808.18,1,0,1,17848.3,0,2015.897228114216,2119.6339289503617,1,1,1,1
1387,15704586,Osonduagwuike,758,France,Female,42,7,0.0,2,0,1,76209.56,0,2072.0835275323147,2174.9334264989143,0,0,0,1
1388,15674526,Byrne,725,France,Male,66,4,86459.8,1,1,1,141476.56,0,2899.911383364382,3004.1579551839477,1,0,0,0
1389,15775295,McIntyre,630,France,Female,40,0,118633.08,1,0,1,60032.46,1,1916.8599360524834,2024.7236973184283,1,1,1,1
1390,15684196,Aitken,627,France,Female,55,2,159441.27,1,1,0,100686.11,1,3135.8606582319608,3230.8501462457734,1,0,0,1
1391,15727281,Macintyre,653,France,Female,27,9,0.0,2,1,0,96429.29,0,3306.331070152745,3401.147442532207,0,0,0,1
1392,15787835,Simpson,775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1,1494.8916837160932,1598.100754803316,0,0,0,0
1393,15730540,Simpson,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0,4904.148862924921,5015.1192438982425,0,1,1,0
1394,15646276,Metcalfe,831,France,Female,32,2,146033.62,1,1,0,191260.74,0,4786.88289943545,4869.9756172641255,0,0,0,0
1395,15582180,Lees,561,France,Male,29,9,120268.13,1,1,1,173870.39,0,3206.2874558827193,3290.8550856344905,1,0,0,0
1396,15697095,Zetticci,705,Spain,Male,46,7,0.0,2,1,0,117273.35,0,3819.0361665601267,3918.0604972347114,0,0,0,0
1397,15748797,Dale,636,Spain,Female,33,0,0.0,1,1,0,92277.47,1,2218.5122096067753,2312.902711221219,1,1,1,1
1398,15754796,Byrne,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1,2128.807798862147,2242.5251582852216,0,0,0,0
1399,15628947,Praed,693,France,Female,38,3,0.0,2,0,0,78133.48,1,1411.3172084235848,1500.095047433904,0,0,0,0
1400,15775546,Laurens,517,Spain,Female,29,5,0.0,2,1,0,103402.88,0,3162.8844483645994,3261.513894289863,0,0,0,1
1401,15670481,Woods,684,France,Female,27,9,122550.05,2,0,1,137835.82,0,3675.033889383625,3787.2032776323435,0,0,0,1
1402,15619029,Bykov,620,Spain,Female,43,2,0.0,2,1,0,20670.1,0,513.4146127982893,610.9476195630698,0,1,1,0
1403,15613282,Vorobyova,757,France,Male,29,8,130306.49,1,1,0,77469.38,0,3200.8340832445283,3291.4774489614415,0,0,0,1
1404,15721487,Pirogova,739,France,Female,27,6,0.0,1,1,1,57572.38,0,2197.353667268322,2308.093094037663,0,0,0,0
1405,15797276,Sturt,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1,1502.6844688756307,1587.8315115003945,0,1,1,1
1406,15612494,Panicucci,359,France,Female,44,6,128747.69,1,1,0,146955.71,1,3076.3707506875644,3192.744908592603,1,1,1,1
1407,15629617,Cook,572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0,1686.8474148982984,1783.3929900864225,0,0,0,0
1408,15600821,Hardy,721,France,Male,69,2,108424.19,1,1,1,178418.35,0,4714.32833294402,4828.237846563844,0,1,0,1
1409,15579062,Chu,707,France,Male,32,9,0.0,2,0,0,30807.02,0,1784.699731889836,1888.8396548163096,1,0,0,1
1410,15814268,Franklin,444,France,Female,40,5,84350.07,1,1,0,143835.76,0,3829.676994029896,3928.638004949669,0,1,0,0
1411,15710164,P'eng,523,France,Female,73,7,0.0,2,0,0,130883.9,1,2666.395601190792,2773.5441295629007,1,0,0,0
1412,15693904,Chiang,685,Germany,Female,30,4,84958.6,2,0,1,194343.72,0,5547.75646320465,5637.674738764979,0,0,0,0
1413,15588986,Grant,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0,2099.2750037495016,2189.649514752822,0,0,0,1
1414,15797733,Udobata,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0,856.0593453485653,941.2373798857997,1,0,0,1
1415,15620507,Siciliani,485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0,3843.3021509154214,3941.5419684006056,0,0,0,1
1416,15685150,Evans,799,Germany,Male,28,7,167658.33,2,1,1,111138.25,0,2335.145656894455,2441.4037570674004,0,1,1,0
1417,15667651,Young,585,Spain,Female,33,8,0.0,2,1,0,114182.07,0,3044.1912244641435,3156.8635582461816,0,0,0,0
1418,15774166,Mitchell,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0,3047.9575070849633,3145.7423180485007,0,1,1,1
1419,15649280,Lucchese,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0,1570.6947518837824,1670.310368971556,0,1,1,0
1420,15705657,Hewitt,535,France,Female,44,2,114427.86,1,1,1,136330.26,0,3191.05983379251,3291.0796585967632,1,0,0,1
1421,15753969,K'ung,724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0,1812.922555220538,1912.1402341832083,0,0,0,0
1422,15742378,Swaim,520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0,2232.093919003744,2325.96291762546,0,0,0,0
1423,15794874,Quinones,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0,3895.2943040461446,4006.9712494764185,0,0,0,1
1424,15589221,Kennedy,657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0,1461.2167557720877,1575.0573667089318,0,0,0,0
1425,15596671,Endrizzi,603,Spain,Female,42,8,91611.12,1,0,0,144675.3,1,2591.8976773879367,2693.6359056675306,0,0,0,0
1426,15583668,Ludowici,726,France,Female,42,2,109471.79,1,0,1,175161.05,0,4321.38176543572,4411.915556685054,0,1,0,0
1427,15710206,Larson,591,France,Female,39,4,150500.64,1,1,0,14928.8,0,908.9639357096038,1022.508990298699,1,0,0,0
1428,15799966,Chigolum,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1,4914.915898325304,5007.587565030327,1,1,1,1
1429,15794560,Maclean,550,France,Male,57,5,0.0,1,1,1,133501.94,0,3695.5377426351015,3795.3182711326385,0,0,0,0
1430,15626485,Lu,601,France,Female,26,8,78892.23,1,1,1,23703.52,0,2099.533065828738,2205.5459042633047,0,0,0,0
1431,15703143,Tuan,820,France,Female,29,3,82344.84,1,0,1,115985.38,0,3238.889820033689,3356.017104585807,0,1,1,0
1432,15809772,Glover,667,France,Male,48,2,0.0,1,1,0,43229.2,0,367.01112401999035,467.5124739769235,0,0,0,0
1433,15687959,Landman,573,Spain,Female,44,4,0.0,1,1,1,94862.93,0,1768.247465173433,1869.811647261827,0,0,0,0
1434,15585282,Trevisano,755,France,Male,62,1,127706.33,2,0,1,142377.69,0,2315.7098450008098,2402.0876415051716,0,1,1,1
1435,15714993,Longo,552,France,Female,41,9,124349.34,1,1,0,135635.25,0,2285.8748367747207,2389.331190103155,0,0,0,1
1436,15596021,K?,598,Spain,Male,44,8,0.0,2,1,0,148487.9,0,2643.3647250036943,2755.8193513686533,1,0,0,1
1437,15646615,Muir,576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0,2393.9532864207254,2499.3336460364394,0,0,0,1
1438,15742632,Alexeyeva,670,France,Female,31,9,0.0,1,0,1,76254.83,0,2666.7556640365515,2746.1885311257865,0,1,1,0
1439,15574068,Norman,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1,1160.4930449790913,1274.1676666924177,1,1,1,1
1440,15806967,Simmons,778,France,Female,65,7,0.0,1,1,1,77867.23,0,1809.2865759070762,1919.436699572545,0,0,0,1
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1,695.3754889016379,802.1357228847272,0,0,0,1
1442,15688713,McCall,627,Spain,Male,44,6,0.0,1,1,1,114469.55,0,3606.4503631642656,3700.649209824585,0,0,0,0
1443,15796179,Moore,683,France,Male,43,8,0.0,1,1,0,96754.8,0,2238.85482956285,2335.8469645803893,0,0,0,0
1444,15598751,Ingram,556,France,Female,43,6,0.0,3,0,0,125154.57,1,3454.28795531083,3563.489384459748,1,0,0,1
1445,15703019,Okeke,583,France,Female,38,10,0.0,2,0,1,113597.64,0,1839.6727913147674,1937.1757261762164,0,0,0,0
1446,15646302,Shao,705,France,Female,24,7,100169.51,1,1,0,121408.55,0,5017.489521066834,5125.87287522701,1,0,0,1
1447,15680855,Iloabuchi,637,France,Male,33,2,145731.83,1,0,1,109219.43,0,3379.3004868987205,3494.6006865613,0,0,0,0
1448,15697311,Nebechukwu,697,Spain,Male,56,5,110802.03,1,1,1,50230.31,1,2888.9177916345693,2985.8802168979405,0,0,0,0
1449,15585367,Diribe,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1,4449.248804332432,4548.281596340551,1,0,0,1
1450,15726556,Macgroarty,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0,2457.938334828289,2554.5602448206832,0,0,0,1
1451,15676242,Artemova,632,Spain,Male,31,3,136556.44,1,1,0,82152.83,1,2448.2397589636857,2536.632919571543,0,0,0,1
1452,15684198,McDonald,551,France,Female,38,10,0.0,2,1,1,216.27,0,1367.6412599100502,1480.079843074741,0,1,1,0
1453,15774882,Mazzanti,687,France,Female,35,3,99587.43,1,1,1,1713.1,1,526.3944012099679,622.3050582070719,0,0,0,0
1454,15714227,Kelly,672,France,Female,53,7,0.0,1,1,1,136910.18,0,3750.2346045580352,3864.684764137847,0,0,0,0
1455,15608653,Davison,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1,1838.957586423969,1946.4799261744097,0,0,0,0
1456,15784280,Reilly,686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0,1878.3924534241714,1971.1786219790438,0,0,0,0
1457,15789546,Ojiofor,639,Spain,Male,28,8,0.0,2,1,0,126561.07,0,2845.715956309427,2945.6851399925313,0,0,0,1
1458,15590320,Shelton,850,France,Male,66,4,0.0,2,0,1,64350.8,0,2135.789579907712,2235.2570786146352,0,0,0,0
1459,15678385,Lange,465,France,Male,25,2,78247.31,2,1,1,10472.31,0,471.2888940294272,571.9481344404313,0,0,0,0
1460,15571778,Trentini,817,France,Female,55,10,117561.49,1,1,0,95941.55,1,2151.5606428470605,2226.2049648458737,0,1,1,0
1461,15657085,Gardiner,578,France,Male,23,10,88980.32,1,1,1,125222.36,0,3144.5157198783713,3244.8132650984094,0,0,0,1
1462,15640627,Wan,611,Spain,Male,34,4,0.0,2,1,0,170950.58,0,3604.9335176391455,3692.323646957729,0,0,0,0
1463,15566211,Hsu,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1,1635.3687845433305,1739.5232386542518,1,1,1,1
1464,15669293,Hovell,517,France,Male,37,5,113308.84,1,0,1,31517.16,0,1326.9701096634,1419.3697976822436,0,1,0,0
1465,15595067,Zhirov,637,Spain,Female,40,6,0.0,2,1,1,181610.6,0,4806.646996896868,4896.037750705685,0,1,0,0
1466,15753566,Espinosa,806,France,Female,32,3,63763.49,1,1,0,156593.09,0,3029.7556276150476,3137.8795161014486,0,1,1,1
1467,15650391,Wallace,633,France,Female,29,7,169988.35,1,1,0,4272.0,0,599.7920374024138,729.8139496676978,0,0,0,0
1468,15681843,Barbour,624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0,3852.606817802345,3944.7757275394847,0,0,0,0
1469,15814846,Ozerova,691,France,Male,52,3,0.0,1,1,0,175843.68,1,4093.9555647569828,4190.715377371877,1,0,0,1
1470,15670374,Wright,819,Germany,Female,49,1,120656.86,4,0,0,166164.3,1,3481.0574251076287,3579.7873205113087,1,0,0,0
1471,15762332,Ulyanova,568,Germany,Female,31,1,61592.14,2,1,1,61796.64,0,1780.959205578551,1896.458819687174,0,0,0,0
1472,15700223,Steiner,806,France,Male,48,4,164701.68,1,1,1,21439.49,0,2164.238503731425,2265.1050957684765,1,0,0,1
1473,15729956,Akabueze,726,Spain,Female,26,1,80780.16,1,1,1,19225.85,0,2387.1118196102284,2476.343603659063,0,0,0,0
1474,15594862,Aleksandrova,552,France,Male,36,8,0.0,2,0,0,132547.02,0,2931.495040610928,3018.3300617964746,0,0,0,0
1475,15598782,Pinto,755,Germany,Female,30,6,154221.37,2,0,1,62688.55,0,2720.1550001572,2822.5066683787186,0,1,1,0
1476,15745080,Griffiths,634,France,Male,26,8,0.0,1,1,0,21760.96,0,-772.1803676773729,-696.2946798162152,0,0,0,0
1477,15703399,McNeil,756,France,Female,26,5,101641.14,2,0,1,154460.68,0,4356.340306674442,4470.847251997217,0,0,0,0
1478,15732175,Bruno,776,France,Male,37,2,0.0,1,0,1,8065.0,0,57.128298185887886,156.87659143479615,0,0,0,0
1479,15630725,Johnson,649,France,Female,45,5,92786.66,1,1,0,173365.9,1,2959.42815123369,3054.02193984633,0,1,1,0
1480,15640260,Okorie,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0,1216.177564759897,1315.5269895534036,0,1,1,0
1481,15716822,Moen,646,France,Male,30,5,98014.74,1,1,1,12757.14,0,2435.276999632767,2540.08463305013,0,0,0,1
1482,15583748,McGuigan,592,Spain,Male,38,8,0.0,2,1,0,180426.2,0,4746.870935342348,4857.588804400376,0,1,1,0
1483,15605968,Fancher,574,France,Male,26,8,97460.1,1,1,1,43093.67,0,1055.4172848963467,1158.7266540085413,0,1,0,1
1484,15790683,Matthews,850,France,Male,36,1,104077.19,2,0,1,68594.0,0,891.9643909356229,992.1781478402903,0,0,0,1
1485,15607713,Kaeppel,850,Spain,Female,29,1,0.0,2,1,1,197996.65,0,4874.373467581671,4978.0118727354975,0,0,0,0
1486,15700212,Shih,475,France,Female,46,10,0.0,2,0,0,122953.0,1,2816.1582157281246,2902.813725450458,0,0,0,0
1487,15626710,Yudina,642,France,Female,39,4,0.0,1,1,1,76821.24,0,2796.352195694005,2903.918348790534,0,0,0,1
1488,15716491,Akabueze,710,Spain,Female,51,4,93656.95,1,0,1,141400.51,1,3364.443669476914,3452.6559694796188,1,0,0,0
1489,15625824,Kornilova,596,Spain,Male,30,6,121345.88,4,1,0,41921.75,1,1618.246666750725,1721.1418063085825,1,1,1,1
1490,15617705,Ozioma,609,France,Female,39,8,141675.23,1,0,1,175664.25,0,4550.521589280511,4662.302201021624,0,0,0,0
1491,15761976,Su,797,Spain,Female,31,8,0.0,2,1,0,117916.63,0,1907.422992257605,2024.4080544333658,0,0,0,1
1492,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,1,4252.360007579143,4362.890506546422,1,0,0,1
1493,15744517,Esposito,735,Spain,Male,50,9,0.0,1,0,0,166677.35,1,4571.892824835213,4682.707081347847,1,0,0,1
1494,15686963,Hardiman,680,Spain,Female,30,3,0.0,1,1,0,160131.58,0,4644.161838386853,4739.753557196538,0,0,0,0
1495,15808189,Woodard,449,France,Male,52,6,0.0,2,0,1,123622.0,0,2670.4460279130835,2769.2200703785593,1,0,0,1
1496,15580845,Chienezie,685,Germany,Male,57,7,101868.51,1,0,1,113483.96,0,3611.6167751495586,3717.0653518844874,1,0,0,0
1497,15799156,Okwuadigbo,569,Spain,Male,38,8,0.0,2,0,0,79618.79,0,2473.8950486655576,2576.6513694310734,0,0,0,0
1498,15694296,Chineze,631,France,Male,35,9,112392.45,2,1,0,24472.23,0,1806.497271806588,1913.980033168017,0,0,0,0
1499,15677049,O'Brien,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0,3988.7322667752806,4110.140080215871,0,0,0,1
1500,15583595,Tao,461,France,Female,28,8,0.0,1,1,1,103349.74,0,2636.243455947933,2721.8157571688175,0,1,1,0
1501,15590146,Mao,630,France,Male,50,1,81947.76,1,0,1,63606.22,1,1196.123700375948,1295.1958976917779,0,0,0,0
1502,15801548,Buckland,661,France,Female,31,7,144162.3,2,1,1,14490.79,0,545.3946858209702,649.4417573471715,0,0,0,0
1503,15660833,Flannery,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0,3442.1435315837502,3569.931639125496,0,0,0,0
1504,15762277,Jamieson,710,France,Male,47,5,158623.14,1,0,0,83499.89,1,2271.4526506322104,2384.988213861863,1,1,0,1
1505,15791302,Swift,741,France,Male,32,8,0.0,2,1,0,143598.7,0,3672.006447135202,3763.8267920760118,0,1,1,0
1506,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1,1809.2675915221419,1919.7763526235296,1,0,0,0
1507,15599956,Payne,747,France,Male,27,10,0.0,2,0,0,13007.89,0,1784.8815370785483,1866.8428360118776,0,0,0,0
1508,15577274,Genovese,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0,293.0123361685666,403.57376725758377,1,1,1,1
1509,15701200,Lucciano,576,France,Male,36,6,0.0,2,1,1,48314.0,0,2266.7269392445774,2367.7355944249794,0,0,0,0
1510,15638149,Rowley,528,France,Male,37,6,103772.45,1,1,0,197111.99,0,4502.906174902532,4597.515959885126,0,0,0,1
1511,15786199,Hsing,535,France,Male,33,2,133040.32,1,1,1,110299.78,0,3122.1592519519495,3227.0299483069634,0,0,0,0
1512,15701765,Vincent,575,Spain,Female,37,0,0.0,2,0,0,30114.32,0,1010.7272147462471,1099.2083980618463,0,1,0,1
1513,15586974,Pearce,656,France,Male,39,10,0.0,2,1,1,98894.64,0,2585.916564010983,2671.4862171086293,0,0,0,0
1514,15729040,Lamb,440,France,Male,42,2,0.0,2,1,0,49826.68,0,1766.6457956085637,1847.9224036885116,0,0,0,0
1515,15788676,Riley,539,Spain,Male,38,8,71460.67,2,1,1,10074.05,0,599.1841228782786,704.5622370552918,0,0,0,0
1516,15602497,Honore,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0,1445.5518292364388,1553.8637982073094,0,0,0,1
1517,15701333,Blackburn,646,France,Female,37,7,96558.66,1,0,0,163427.18,0,3398.9962674676035,3489.514867143242,0,1,0,0
1518,15812071,Endrizzi,744,France,Male,54,6,93806.31,2,0,1,140068.77,0,3901.1236701634,4011.1085848918665,0,1,1,0
1519,15634375,Duncan,710,Spain,Female,36,8,0.0,2,0,0,83206.19,0,2610.973709167262,2707.978654899894,0,0,0,0
1520,15738267,Macarthur,544,France,Female,64,3,124043.8,1,1,1,111402.97,1,3469.0598219753233,3574.492342566152,1,0,0,0
1521,15786800,Gould,723,Germany,Male,52,5,131694.97,1,0,1,92873.5,1,3880.86558346586,3985.728654279548,0,0,0,0
1522,15591130,Medvedev,507,Spain,Female,29,6,0.0,2,0,1,94780.9,0,1688.6225523964983,1781.0040067444443,0,0,0,0
1523,15720662,Sholes,787,France,Female,35,1,106266.8,1,1,1,16607.15,0,574.4936617174507,665.5646699545131,0,0,0,0
1524,15751531,Shaw,598,Spain,Male,41,8,0.0,2,1,1,161954.43,0,2974.5153108438512,3074.4043727528783,0,0,0,0
1525,15653595,Ts'ai,796,France,Male,51,6,0.0,2,0,1,194733.28,0,4314.119140583529,4403.116369813008,0,0,0,0
1526,15568360,Rolon,569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0,3790.4180954501594,3878.181242057898,0,0,0,1
1527,15781210,Reid,711,France,Male,34,8,0.0,2,0,0,48260.19,0,2479.9117761729026,2581.7366338049305,0,0,0,1
1528,15668058,Chinwendu,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0,2521.207848889317,2619.4842711745064,0,0,0,0
1529,15597131,Fu,415,France,Male,32,5,145807.59,1,1,1,3064.65,0,976.0791453865348,1071.1106093235392,0,1,0,0
1530,15697283,Mackenzie,578,Spain,Male,23,8,0.0,2,1,0,112124.98,0,3161.443415979139,3272.404339026223,0,0,0,1
1531,15640953,Bligh,611,France,Female,26,2,107508.93,2,1,1,120801.65,0,2585.618899459358,2682.475058695889,0,0,0,0
1532,15715031,Davidson,600,France,Female,28,6,0.0,2,0,1,52193.23,0,2071.0310187153486,2175.26197538183,1,0,0,1
